period,Company,Open,Highest,Lowest,Close,Change,Change %,Volume Traded,Value Traded
1 Year,ALBABTAIN,37.55,68.8,35.8,68.7,31.15,82.96,"138,661,405","36,088,778.80"
1 Year,RASAN,72.97,122,67.59,118,45.03,61.71,"175,935,178","146,571,411.40"
1 Year,SAUDI CABLE,85.70,160,82.9,133.7,48,56.01,"30,181,174","2,696,801.60"
1 Year,CENOMI RETAIL,12.30,35.38,10.08,19.01,6.71,54.55,"699,871,219","17,007,666.69"
1 Year,EIC,7.84,12.16,4.89,11.25,3.41,43.49,"1,272,811,422","17,375,090.24"
1 Year,BAHRI,21.80,32.5,20.64,29.5,7.7,35.32,"193,795,434","10,447,290.52"
1 Year,ABO MOATI,30.50,53.95,29.7,39.94,9.44,30.95,"96,932,630","13,365,562.50"
1 Year,ALMAWARID,107.40,157.6,103.8,137.5,30.1,28.03,"18,583,874","5,977,743.70"
1 Year,ETIHAD ETISALAT,53.80,69,51.5,64.45,10.65,19.80,"263,455,723","52,207,618.70"
1 Year,SEERA,22.96,31.6,20.68,27.02,4.06,17.68,"319,214,109","12,342,183.24"
1 Year,MAADEN,51.40,68.45,37.85,59.55,8.15,15.86,"528,986,508","89,644,038.40"
1 Year,AMAK,70.10,81.65,46.8,80.1,10,14.27,"69,895,010","20,565,502.85"
1 Year,ALMOOSA,146.00,212,126.6,166.5,20.5,14.04,"41,411,629","2,664,996.10"
1 Year,SENAAT,32.05,48.85,26.3,36.54,4.49,14.01,"159,190,529","35,742,527.94"
1 Year,ANB,19.64,26.26,19.46,22.17,2.53,12.88,"377,914,783","13,669,399.73"
1 Year,SNB,33.35,41,31.55,36.62,3.27,9.81,"1,210,411,899","109,556,069.06"
1 Year,SHL,16.58,24.9,15.68,17.8,1.22,7.36,"58,061,623","1,082,641.40"
1 Year,STC,39.70,48.3,39.6,42.32,2.62,6.60,"907,679,027","127,320,459.04"
1 Year,ALDREES,124.00,154.4,109.6,131,7,5.65,"82,608,435","39,810,764.70"
1 Year,SISCO HOLDING,30.60,38.38,23.5,32.24,1.64,5.36,"110,109,845","4,335,425.66"
1 Year,ALRAJHI,91.00,113,87.8,95.85,4.85,5.33,"906,527,657","225,873,836.35"
1 Year,JADWA REIT SAUDI,10.40,11.38,9.7,10.95,0.55,5.29,"60,799,339","417,310.90"
1 Year,BSF,15.44,18.94,15.2,16.15,0.71,4.60,"552,676,109","38,211,694.74"
1 Year,ZAIN KSA,10.22,13.36,10.02,10.65,0.43,4.21,"852,409,562","8,283,658.77"
1 Year,DAR ALARKAN,15.28,23.94,13.84,15.89,0.61,3.99,"503,406,080","15,105,649.40"
1 Year,AL AZIZIAH REIT,3.99,4.78,3.48,4.13,0.14,3.51,"78,200,877","104,022.56"
1 Year,SABIC AGRI-NUTRIENTS,112.00,125.7,94.7,115,3,2.68,"140,438,599","30,647,485.50"
1 Year,BAWAN,49.25,63.5,42.25,50.25,1,2.03,"52,228,220","7,127,811.21"
1 Year,ALAWWAL,19.30,19.58,19,19.58,0.28,1.45,"2,622,060","30,693,634.94"
1 Year,HCC,11.46,11.7,11.36,11.6,0.14,1.22,"1,904,604","11,976,960.50"
1 Year,Sahara,17.26,17.48,16.7,17.46,0.2,1.16,"6,375,356","67,130,506.54"
1 Year,DUR,26.80,27.3,26.4,27,0.2,0.75,"222,446","4,338,476.30"
1 Year,AVALON PHARMA,120.00,140.6,108,120.7,0.7,0.58,"9,684,756","2,219,678.40"
1 Year,SABB TAKAFUL,11.50,11.98,11.5,11.5,0,0.00,"539,556","6,349,103.58"
1 Year,MMG,12.55,12.9,11.8,12.55,0,0.00,"5,310,626","66,213,259.00"
1 Year,WAFA INSURANCE,9.50,10,9.3,9.5,0,0.00,"915,571","8,767,344.86"
1 Year,ALAHLIA,14.76,15.02,14.5,14.76,0,0.00,"1,119,353","16,457,121.40"
1 Year,ATC,34.00,34.35,33.8,34,0,0.00,"263,305","8,968,049.20"
1 Year,PETROCHEM,45.45,46,45.4,45.45,0,0.00,"102,240","4,661,416.70"
1 Year,SAMBA,38.50,39.1,37.8,38.5,0,0.00,"8,954,421","343,828,273.55"
1 Year,Weqaya Takaful,19.39,19.75,19.15,19.39,0,0.00,"1,694,478","32,930,031.50"
1 Year,ALKHODARI,5.39,5.76,5.18,5.39,0,0.00,"4,609,164","25,244,810.49"
1 Year,Bishah Agriculture,69.75,81,69.75,69.75,0,0.00,"4,570,725","339,704,400.75"
1 Year,ALINMA TOKIO M,12.80,12.84,12.06,12.8,0,0.00,"765,899","9,519,564.54"
1 Year,SANAD,15.23,17.75,14.75,15.23,0,0.00,"1,572,218","25,722,117.10"
1 Year,SOLIDARITY,14.20,14.52,14.16,14.2,0,0.00,"636,038","9,053,258.36"
1 Year,UCA,8.87,11.22,3.66,3.68,-5.19,-58.51,"92,076,602","4,182,222.18"
1 Year,GULF GENERAL,10.30,13.26,4.22,4.29,-6.01,-58.35,"86,963,650","445,295.78"
1 Year,NICE ONE,45.50,69.7,19.22,19.6,-25.9,-56.92,"387,420,356","6,189,654.78"
1 Year,JAHEZ,34.20,40,15.23,15.34,-18.86,-55.15,"438,633,899","21,052,108.70"
1 Year,SAPTCO,22.14,22.68,10.09,10.26,-11.88,-53.66,"123,701,320","3,436,073.46"
1 Year,NASEEJ,92.80,115.4,42.3,43.38,-49.42,-53.25,"63,600,803","7,588,491.22"
1 Year,BANAN,8.20,9.05,3.86,3.88,-4.32,-52.68,"148,513,134","382,879.05"
1 Year,TANMIAH,128.00,133.4,59.1,61,-67,-52.34,"31,502,307","4,804,186.95"
1 Year,CHEMANOL,18.48,19.1,8.59,8.91,-9.57,-51.79,"90,583,815","2,022,129.27"
1 Year,ACWA POWER,400.44,435.36,186.2,194.5,-205.94,-51.43,"83,203,312","40,649,285.90"
1 Year,ALETIHAD,17.72,18.98,8.38,8.62,-9.1,-51.35,"47,890,990","483,167.56"
1 Year,ALRAJHI TAKAFUL,176.00,187,84,86.35,-89.65,-50.94,"35,783,012","14,135,367.30"
1 Year,ANAAM HOLDING,25.20,31,12.25,12.54,-12.66,-50.24,"179,632,094","1,603,176.76"
1 Year,SAIC,36.50,37.1,17.75,18.39,-18.11,-49.62,"113,216,824","3,753,290.24"
1 Year,SFICO,135.13,157,68,68.2,-66.93,-49.53,"24,688,617","10,012,699.25"
1 Year,FAKEEH CARE,71.60,72.9,36.68,37.04,-34.56,-48.27,"110,755,417","4,905,776.46"
1 Year,ENTAJ,65.00,72.8,32.9,34,-31,-47.69,"71,488,148","1,302,892.52"
1 Year,ALAKARIA,24.86,29.95,12.77,13.05,-11.81,-47.51,"196,961,532","6,769,567.05"
1 Year,UCIC,49.25,54.5,26.16,26.48,-22.77,-46.23,"88,711,517","1,815,933.42"
1 Year,AMIANTIT,31.15,31.55,16.55,16.77,-14.38,-46.16,"170,814,154","2,576,199.16"
1 Year,SAUDI GERMAN HEALTH,71.30,84.8,37.8,38.4,-32.9,-46.14,"85,203,511","25,020,283.30"
1 Year,SRMG,262.80,300,136.2,143.3,-119.5,-45.47,"18,418,113","9,907,715.60"
1 Year,TADCO,15.24,16.38,8.22,8.32,-6.92,-45.41,"30,796,090","335,037.70"
1 Year,SALAMA,17.70,22.32,9.78,9.8,-7.9,-44.63,"75,914,920","999,161.26"
1 Year,RAYDAN,47.19,53.03,26,26.36,-20.83,-44.14,"25,740,050","422,531.28"
1 Year,WATANIYA,22.96,27.35,12.87,13.02,-9.94,-43.29,"70,859,076","3,612,160.18"
1 Year,ALAMAR,74.70,83.8,41,42.48,-32.22,-43.13,"25,816,176","1,790,042.08"
1 Year,ALMUNAJEM,96.50,103,53,54.9,-41.6,-43.11,"38,843,038","2,211,282.10"
1 Year,RED SEA,62.60,65.6,32.1,36.02,-26.58,-42.46,"123,026,083","14,729,735.38"
1 Year,ENAYA,12.92,13.66,7.31,7.44,-5.48,-42.41,"62,935,871","774,868.75"
1 Year,WAFRAH,38.20,40.9,21.67,22.09,-16.11,-42.17,"28,586,117","1,101,127.28"
1 Year,BATIC,3.55,4.09,1.96,2.06,-1.49,-41.97,"2,052,355,216","8,892,580.37"
1 Year,AMANA INSURANCE,10.54,11.84,6,6.12,-4.42,-41.94,"65,009,016","1,418,228.01"
1 Year,ALSAGR INSURANCE,17.36,19.26,10.1,10.21,-7.15,-41.19,"103,610,655","3,177,614.87"
1 Year,HB,55.50,58.8,32.9,33.14,-22.36,-40.29,"19,402,299","2,121,681.34"
1 Year,APC,8.45,10.62,4.93,5.06,-3.39,-40.12,"768,761,531","9,071,364.02"
1 Year,TAKWEEN,10.50,11.16,6.15,6.3,-4.2,-40.00,"69,885,853","471,068.57"
1 Year,NCLE,239.60,244.4,138.2,145.1,-94.5,-39.44,"9,752,990","1,354,352.90"
1 Year,MESC,38.70,48.05,22.28,23.5,-15.2,-39.28,"114,983,605","9,590,278.62"
1 Year,LEEJAM SPORTS,188.20,192.4,111.2,114.5,-73.7,-39.16,"31,520,484","5,862,718.70"
1 Year,MBC GROUP,52.50,60.5,27.56,31.98,-20.52,-39.09,"306,754,798","6,180,132.62"
1 Year,A.OTHAIM MARKET,10.86,11.02,6.6,6.64,-4.22,-38.86,"371,211,398","7,873,832.58"
1 Year,MEDGULF,21.12,29.65,12.8,12.94,-8.18,-38.73,"273,507,857","4,319,614.51"
1 Year,SVCP,36.15,42.15,21.95,22.25,-13.9,-38.45,"11,649,116","545,286.04"
1 Year,SAUDI DARB,3.80,5.3,2.3,2.34,-1.46,-38.42,"2,155,780,149","4,301,769.39"
1 Year,SSP,67.30,77.8,39.8,42,-25.3,-37.59,"58,814,754","14,122,896.20"
1 Year,EQUIPMENT HOUSE,52.00,52.8,31.66,32.5,-19.5,-37.50,"16,970,689","1,610,995.76"
1 Year,ARABIAN SHIELD,19.12,21.54,11.25,12.03,-7.09,-37.08,"66,882,378","806,988.96"
1 Year,RAOOM,91.50,101.4,54,58.2,-33.3,-36.39,"15,195,833","553,160.60"
1 Year,FARM SUPERSTORES,22.44,23.98,14.04,14.3,-8.14,-36.27,"25,459,570","363,907.82"
1 Year,SPPC,12.74,13.88,8,8.12,-4.62,-36.26,"94,215,195","1,234,165.96"
1 Year,ARAB SEA,6.88,7.06,4.31,4.4,-2.48,-36.05,"179,824,224","1,091,171.15"
1 Year,EMAAR EC,17.12,19.7,10.72,10.96,-6.16,-35.98,"75,854,114","2,243,706.53"
1 Year,SAL,268.00,289.2,156,172.1,-95.9,-35.78,"48,649,369","43,507,247.40"
1 Year,MEPCO,36.50,39,23.19,23.59,-12.91,-35.37,"94,239,148","1,984,115.06"
1 Year,CATRION,127.60,144.4,80.9,82.5,-45.1,-35.34,"37,985,216","9,927,740.40"
1 Year,SIPCHEM,24.78,25.7,16,16.05,-8.73,-35.23,"412,482,260","36,621,829.58"
1 Year,YCC,23.54,25.5,15.18,15.31,-8.23,-34.96,"81,127,125","3,138,624.01"
1 Year,SINAD HOLDING,14.06,15.32,9.07,9.21,-4.85,-34.50,"63,399,823","319,302.41"
1 Year,MALATH INSURANCE,15.64,18.84,10.13,10.29,-5.35,-34.21,"70,512,791","900,475.47"
1 Year,TECO,18.60,24.4,12.14,12.24,-6.36,-34.19,"416,656,282","3,523,423.57"
1 Year,ZOUJAJ,56.20,58.6,36.12,37,-19.2,-34.16,"50,105,992","2,547,871.40"
1 Year,JOUF CEMENT,10.12,12.94,6.39,6.67,-3.45,-34.09,"81,333,768","449,252.58"
1 Year,HERFY FOODS,24.18,26.85,15.61,15.94,-8.24,-34.08,"65,599,475","7,770,365.07"
1 Year,BURGERIZZR,21.70,24.24,14.15,14.39,-7.31,-33.69,"150,406,656","1,852,876.00"
1 Year,TALCO,55.40,61.5,32.88,36.8,-18.6,-33.57,"44,455,960","2,486,463.32"
1 Year,FITAIHI GROUP,4.36,4.87,2.85,2.91,-1.45,-33.26,"636,493,443","1,087,548.71"
1 Year,CHUBB,37.09,44.7,21.98,24.86,-12.23,-32.97,"82,187,548","7,442,733.70"
1 Year,SPCC,33.40,35.25,21.95,22.39,-11.01,-32.96,"20,511,951","1,709,884.37"
1 Year,OASIS,3.29,3.57,2.18,2.21,-1.08,-32.83,"187,450,893","1,216,707.81"
1 Year,WALAA,17.92,25.2,10.8,12.05,-5.87,-32.76,"211,253,336","3,905,109.62"
1 Year,ACIG,13.02,19,8.75,8.76,-4.26,-32.72,"121,118,500","1,364,403.97"
1 Year,ALDAWAA,80.10,87.3,54,54.4,-25.7,-32.08,"35,225,969","5,719,675.35"
1 Year,ALKHALEEJ TRNG,30.70,35.65,20.24,20.88,-9.82,-31.99,"83,704,225","4,617,008.64"
1 Year,RETAL,17.82,18.24,10.88,12.13,-5.69,-31.93,"264,728,982","19,025,515.77"
1 Year,MIAHONA,27.95,28.95,16.62,19.03,-8.92,-31.91,"298,229,450","4,666,368.26"
1 Year,LIVA,17.00,18.48,10.9,11.59,-5.41,-31.82,"36,727,744","150,840.11"
1 Year,ALOMRAN,38.45,41.2,24.94,26.3,-12.15,-31.60,"17,073,094","616,868.56"
1 Year,SMASCO,7.77,8.41,5.26,5.32,-2.45,-31.53,"523,943,174","2,285,633.32"
1 Year,MARAFIQ,56.80,58.3,36.5,38.9,-17.9,-31.51,"104,059,382","4,716,102.00"
1 Year,2P,12.78,13.49,8.45,8.76,-4.02,-31.46,"146,303,656","1,093,604.26"
1 Year,FIPCO,44.30,47.1,29.7,30.38,-13.92,-31.42,"16,841,035","836,349.02"
1 Year,LUMI,77.00,81.3,51.55,53,-24,-31.17,"38,801,969","2,431,174.75"
1 Year,TAPRCO,26.78,31.56,18.33,18.46,-8.32,-31.07,"65,223,964","3,552,724.40"
1 Year,ELM,"1,114.00",1289,745,769.5,-344.5,-30.92,"18,470,373","39,862,054.50"
1 Year,GULF UNION ALAHLIA,16.02,17.94,10.86,11.14,-4.88,-30.46,"39,433,802","668,459.54"
1 Year,EPCCO,33.50,37.2,23,23.46,-10.04,-29.97,"30,274,012","1,772,945.86"
1 Year,BINDAWOOD,6.70,7.04,4.54,4.73,-1.97,-29.40,"223,326,648","6,523,783.12"
1 Year,ALJOUF,59.20,62.3,40.65,41.88,-17.32,-29.26,"30,740,761","1,551,203.06"
1 Year,SADAFCO,340.80,360,237,241.3,-99.5,-29.20,"7,298,078","2,899,131.30"
1 Year,SHARQIYAH DEV,19.62,23.76,13.85,13.92,-5.7,-29.05,"68,207,064","754,130.50"
1 Year,BAAN,2.59,2.69,1.77,1.84,-0.75,-28.96,"854,242,360","5,279,075.04"
1 Year,JAZADCO,12.52,14,8.85,8.94,-3.58,-28.59,"35,432,271","193,028.50"
1 Year,NADEC,25.90,28,18.02,18.52,-7.38,-28.49,"313,387,504","19,819,194.39"
1 Year,JAZIRA TAKAFUL,15.88,17.7,11.28,11.4,-4.48,-28.21,"26,959,151","1,475,827.52"
1 Year,UACC,17.76,20.34,12.29,12.8,-4.96,-27.93,"26,124,247","1,286,378.36"
1 Year,BUILD STATION,80.80,93,56.95,58.35,-22.45,-27.78,"28,385,972","3,938,225.35"
1 Year,YC,32.65,40.55,22.59,23.63,-9.02,-27.63,"88,181,402","8,645,820.91"
1 Year,BUPA ARABIA,198.60,215,140.6,143.8,-54.8,-27.59,"38,804,191","10,805,206.40"
1 Year,ARTEX,15.54,16.9,11.1,11.27,-4.27,-27.48,"26,583,428","1,476,420.24"
1 Year,ALHAMMADI,40.00,44.6,28.92,29.12,-10.88,-27.20,"117,609,965","3,693,924.80"
1 Year,JABAL OMAR,20.80,28.4,14.83,15.16,-5.64,-27.12,"945,382,605","42,188,951.30"
1 Year,CHEMICAL,9.59,10.72,6.06,7.01,-2.58,-26.90,"1,170,422,996","27,869,183.01"
1 Year,RIYADH CEMENT,32.80,37.3,22.98,24,-8.8,-26.83,"67,709,113","5,664,214.04"
1 Year,SIDC,17.35,22.98,12.59,12.7,-4.65,-26.80,"87,456,415","6,072,536.46"
1 Year,OBEIKAN GLASS,37.00,41.6,24.59,27.16,-9.84,-26.59,"24,913,126","13,592,904.04"
1 Year,GIG,31.40,33,22.04,23.05,-8.35,-26.59,"29,687,018","12,010,238.07"
1 Year,CITY CEMENT,17.62,21.88,12.56,12.95,-4.67,-26.50,"63,996,053","1,576,704.50"
1 Year,SARCO,73.00,75.5,52.5,53.75,-19.25,-26.37,"24,669,385","2,217,723.95"
1 Year,SEDCO CAPITAL REIT,8.30,8.52,6.17,6.17,-2.13,-25.66,"36,923,668","3,914,336.42"
1 Year,DERAYAH,39.00,43.9,23.04,29,-10,-25.64,"209,610,195","10,672,504.50"
1 Year,TADAWUL GROUP,219.40,230.2,158.7,164,-55.4,-25.25,"32,070,884","24,861,612.40"
1 Year,ALANDALUS,23.76,26.8,16.7,17.8,-5.96,-25.08,"19,035,572","306,114.48"
1 Year,TAMKEEN,67.00,72.6,46.8,50.25,-16.75,-25.00,"61,976,895","4,937,766.09"
1 Year,ASLAK,28.40,31.1,19.84,21.37,-7.03,-24.75,"20,511,196","463,047.73"
1 Year,GO TELECOM,119.60,121,80,90,-29.6,-24.75,"88,910,464","13,467,698.10"
1 Year,MAADANIYAH,18.44,18.9,12.52,13.89,-4.55,-24.67,"59,263,055","1,211,941.71"
1 Year,ALMARAI,58.60,61.5,43.5,44.2,-14.4,-24.57,"233,641,300","17,020,614.52"
1 Year,NAJRAN CEMENT,9.04,9.42,6.8,6.82,-2.22,-24.56,"88,018,071","1,433,671.50"
1 Year,THEEB,76.20,80.5,57.25,57.5,-18.7,-24.54,"21,436,761","6,495,720.95"
1 Year,ALKATHIRI,2.59,2.74,1.86,1.96,-0.63,-24.32,"384,162,771","1,038,039.60"
1 Year,NGC,21.64,24,15.6,16.5,-5.14,-23.75,"40,018,603","1,281,220.48"
1 Year,ARABIAN MILLS,50.60,52.4,37,38.64,-11.96,-23.64,"36,685,954","1,429,351.98"
1 Year,ASTRA INDUSTRIAL,176.00,207,125.6,134.7,-41.3,-23.47,"31,460,829","6,328,190.20"
1 Year,SAUDI KAYAN,6.87,7.15,4.46,5.26,-1.61,-23.44,"1,241,876,738","11,482,177.77"
1 Year,MODERN MILLS,40.55,44.8,29.6,31.16,-9.39,-23.16,"22,514,976","847,780.42"
1 Year,SAICO,15.58,19.86,11.84,11.99,-3.59,-23.04,"43,049,815","480,369.60"
1 Year,SIECO,2.39,2.63,1.77,1.84,-0.55,-23.01,"522,709,386","6,121,813.19"
1 Year,TCC,12.24,14.54,9.36,9.43,-2.81,-22.96,"52,821,984","338,075.84"
1 Year,MOUWASAT,91.00,95.4,65.6,70.25,-20.75,-22.80,"129,467,136","18,668,990.65"
1 Year,ALMAJDIAH,13.83,14.46,9.97,10.7,-3.13,-22.63,"184,989,646","12,121,048.94"
1 Year,SMC HEALTHCARE,24.16,25,17.62,18.7,-5.46,-22.60,"139,126,347","13,844,990.15"
1 Year,SOLUTIONS,286.80,340,219.9,222.7,-64.1,-22.35,"31,578,349","13,257,472.70"
1 Year,ARABIAN DRILLING,115.60,120,72,90,-25.6,-22.15,"64,919,579","15,303,385.45"
1 Year,ALASEEL,4.30,4.53,3.3,3.35,-0.95,-22.09,"194,478,302","374,152.63"
1 Year,SIIG,17.44,20,13.5,13.6,-3.84,-22.02,"278,034,638","9,303,922.93"
1 Year,AICC,12.70,14.08,9.7,9.91,-2.79,-21.97,"34,345,214","451,211.28"
1 Year,FLYNAS,77.30,84.1,60.25,60.35,-16.95,-21.93,"131,077,300","27,043,987.30"
1 Year,ALUJAIN,38.05,40.05,29.72,29.72,-8.33,-21.89,"62,711,094","7,186,409.42"
1 Year,SGS,50.00,57.1,38.98,39.2,-10.8,-21.60,"102,502,812","10,654,068.44"
1 Year,RIYAD REIT,6.41,6.85,4.95,5.03,-1.38,-21.53,"39,882,245","821,560.12"
1 Year,ALJAZIRA REIT,15.80,16.48,11.92,12.4,-3.4,-21.52,"21,474,081","1,043,833.33"
1 Year,ATAA,75.20,78.8,58,59.05,-16.15,-21.48,"12,340,338","1,791,610.95"
1 Year,MUTAKAMELA,15.02,20.38,11.47,11.83,-3.19,-21.24,"41,251,501","522,560.93"
1 Year,NAHDI,121.80,132.1,95.6,96.3,-25.5,-20.94,"51,113,368","33,001,760.55"
1 Year,ACC,26.65,27.85,20.43,21.18,-5.47,-20.53,"51,054,059","1,134,079.98"
1 Year,GASCO,101.40,117.2,65.8,80.65,-20.75,-20.46,"19,589,080","3,176,471.15"
1 Year,ALARABIA,148.73,158.8,79.7,118.3,-30.43,-20.46,"62,586,945","52,541,130.80"
1 Year,SAUDI CERAMICS,35.50,37.35,24,28.24,-7.26,-20.45,"130,102,577","2,990,903.88"
1 Year,QACCO,52.80,54.6,40.5,42.02,-10.78,-20.42,"40,863,266","4,752,113.70"
1 Year,AMERICANA,2.24,2.76,1.76,1.79,-0.45,-20.09,"6,537,849,476","52,812,325.87"
1 Year,SABIC,68.70,70.6,53,54.95,-13.75,-20.01,"435,396,182","90,635,182.35"
1 Year,ALISTITHMAR REIT,8.90,10.6,5.71,7.19,-1.71,-19.21,"71,434,180","164,056.14"
1 Year,YANSAB,37.50,39.05,28.25,30.52,-6.98,-18.61,"114,281,403","5,285,506.20"
1 Year,FIRST MILLS,60.40,64.4,46.86,49.44,-10.96,-18.15,"18,557,826","1,139,005.20"
1 Year,NORTHERN CEMENT,8.92,10.1,7.22,7.33,-1.59,-17.83,"87,756,955","682,512.71"
1 Year,JADWA REIT ALHARAMAIN,5.88,6.83,4.8,4.85,-1.03,-17.52,"28,214,111","966,431.03"
1 Year,LAZURDE,13.98,14.9,11.44,11.56,-2.42,-17.31,"59,696,491","827,555.65"
1 Year,LUBEREF,113.60,116.6,81.3,93.95,-19.65,-17.30,"60,995,160","85,321,710.05"
1 Year,ALSAIF GALLERY,7.79,8.35,6.41,6.46,-1.33,-17.07,"104,175,792","403,749.13"
1 Year,DWF,132.00,149.7,93,109.5,-22.5,-17.05,"14,494,170","7,449,934.00"
1 Year,SADR,3.30,3.49,2.58,2.74,-0.56,-16.97,"373,590,667","5,408,166.99"
1 Year,SACO,31.70,35.6,25.3,26.44,-5.26,-16.59,"32,787,085","1,726,270.08"
1 Year,SAUDI ELECTRICITY,16.80,17.36,13.72,14.15,-2.65,-15.77,"361,952,382","11,439,928.11"
1 Year,SASCO,69.20,78.2,49.02,58.3,-10.9,-15.75,"60,921,673","9,944,529.40"
1 Year,AZM,28.60,31.7,22.67,24.1,-4.5,-15.73,"22,167,693","7,480,070.54"
1 Year,BJAZ,13.19,15.43,11.14,11.15,-2.04,-15.47,"737,105,488","37,946,004.09"
1 Year,KINGDOM,9.15,10.88,7.03,7.74,-1.41,-15.41,"120,741,849","860,901.14"
1 Year,MEFIC REIT,4.05,4.13,3.4,3.43,-0.62,-15.31,"39,159,061","327,622.74"
1 Year,CARE,167.60,183.5,139.2,142,-25.6,-15.27,"30,048,327","15,548,965.10"
1 Year,DALLAH HEALTH,153.40,164,109,130,-23.4,-15.25,"20,166,792","8,723,219.20"
1 Year,MUSHARAKA REIT,4.80,5.06,3.99,4.08,-0.72,-15.00,"30,909,244","114,330.83"
1 Year,ALMAJED OUD,159.00,179.4,106.4,135.2,-23.8,-14.97,"33,373,020","5,114,155.50"
1 Year,MULKIA REIT,5.43,5.52,4.45,4.62,-0.81,-14.92,"27,834,326","98,131.56"
1 Year,CMCER,8.25,9.14,6.95,7.02,-1.23,-14.91,"80,972,051","5,498,265.94"
1 Year,KEC,14.12,17.7,11.62,12.03,-2.09,-14.80,"120,873,234","988,881.77"
1 Year,GAS,16.24,17.99,13.52,13.86,-2.38,-14.66,"15,795,058","637,934.31"
1 Year,TAWUNIYA,142.40,161,114.2,121.7,-20.7,-14.54,"83,710,350","31,571,151.60"
1 Year,ALINMA,28.35,31.3,23.94,24.27,-4.08,-14.39,"1,486,377,495","130,314,578.56"
1 Year,SAUDI RE,32.10,44.27,25.45,27.64,-4.46,-13.89,"307,803,027","16,795,095.68"
1 Year,RIYADH CABLES,146.00,165,105.4,125.9,-20.1,-13.77,"63,126,322","13,729,681.10"
1 Year,SULAIMAN ALHABIB,284.60,308,227.7,245.8,-38.8,-13.63,"48,912,153","15,082,546.80"
1 Year,BUDGET SAUDI,75.40,87.8,64,65.15,-10.25,-13.59,"50,001,530","5,549,967.80"
1 Year,BCI,30.55,33.65,24.52,26.44,-4.11,-13.45,"11,638,795","721,471.96"
1 Year,GACO,18.60,21.46,15.12,16.1,-2.5,-13.44,"30,580,950","360,871.92"
1 Year,NAQI,62.90,70,49.06,54.55,-8.35,-13.28,"11,279,640","1,419,353.75"
1 Year,ALBILAD,29.58,33.88,23.38,25.68,-3.9,-13.18,"415,475,031","16,904,067.68"
1 Year,SAUDI ARAMCO,27.90,29,23.04,24.46,-3.44,-12.33,"2,968,610,341","169,536,793.44"
1 Year,MAHARAH,6.18,7.3,4.39,5.42,-0.76,-12.30,"602,982,130","7,371,453.32"
1 Year,SHAKER,26.45,31.95,22.9,23.21,-3.24,-12.25,"84,105,635","2,692,664.40"
1 Year,BURUJ,18.22,24.08,14.62,16.01,-2.21,-12.13,"27,836,169","1,872,712.11"
1 Year,PETRO RABIGH,8.10,9.48,6.26,7.12,-0.98,-12.10,"822,933,048","13,157,398.39"
1 Year,NAMA CHEMICALS,26.25,31.85,23,23.08,-3.17,-12.08,"18,073,129","1,175,571.60"
1 Year,SPM,63.80,72.2,48.3,56.2,-7.6,-11.91,"32,241,906","6,268,070.95"
1 Year,SAUDI CEMENT,41.15,46.7,35.4,36.3,-4.85,-11.79,"42,401,094","1,547,377.78"
1 Year,FOURTH MILLING,4.17,4.36,3.34,3.7,-0.47,-11.27,"508,137,912","1,731,899.82"
1 Year,EXTRA,99.60,102.4,83.4,88.55,-11.05,-11.09,"77,198,293","9,616,230.45"
1 Year,TAIBA,38.40,53.8,32.85,34.3,-4.1,-10.68,"80,272,463","3,972,927.12"
1 Year,DERAYAH REIT,6.04,6.25,5.04,5.41,-0.63,-10.43,"35,231,919","411,060.31"
1 Year,MRNA,11.06,12.73,9.88,9.93,-1.13,-10.22,"36,298,301","494,970.61"
1 Year,NAYIFAT,13.84,15.68,11.54,12.44,-1.4,-10.12,"78,508,064","666,397.41"
1 Year,ALAHLI REIT 1,7.11,7.4,6.05,6.4,-0.71,-9.99,"15,355,102","76,722.31"
1 Year,SUMOU,39.45,55.4,34.75,35.52,-3.93,-9.96,"68,746,094","1,207,674.50"
1 Year,ALINMA RETAIL REIT,4.86,4.94,4.31,4.39,-0.47,-9.67,"36,326,179","433,404.11"
1 Year,SPIMACO,30.05,34.8,20.94,27.16,-2.89,-9.62,"110,263,011","3,149,333.46"
1 Year,SAIB,14.30,15.58,12.85,12.97,-1.33,-9.30,"153,677,520","6,678,465.49"
1 Year,SAVOLA GROUP,26.76,40.6,22.52,24.3,-2.46,-9.19,"257,039,823","20,028,324.51"
1 Year,SPORT CLUBS,9.30,13.46,7.59,8.5,-0.8,-8.60,"1,012,090,848","9,910,016.75"
1 Year,MCDC,90.51,114.6,67.95,83,-7.51,-8.30,"58,841,322","4,091,914.25"
1 Year,AWPT,146.20,172.4,122.9,134.5,-11.7,-8.00,"17,681,268","4,909,032.00"
1 Year,TALEEM REIT,10.98,11.28,9.21,10.12,-0.86,-7.83,"18,831,341","167,675.29"
1 Year,METLIFE AIG ANB,15.50,16.56,14.02,14.3,-1.2,-7.74,"2,247,629","17,571,429.72"
1 Year,MIS,170.60,174.8,118,157.5,-13.1,-7.68,"15,395,483","12,409,003.30"
1 Year,BAAZEEM,6.68,7.14,4.84,6.19,-0.49,-7.34,"118,092,579","3,013,532.13"
1 Year,TASHEEL,165.00,200,143,154,-11,-6.67,"31,028,137","6,292,414.80"
1 Year,ARDCO,27.00,38.4,24.88,25.24,-1.76,-6.52,"72,769,244","3,560,713.36"
